gene_id	gene_name
FBgn0053262	CG33262
FBgn0086916	snky
FBgn0266535	lncRNA:CR45096
FBgn0052129	tRNA:Pro-AGG-1-5
FBgn0052128	tRNA:Pro-AGG-1-6
FBgn0052126	tRNA:Pro-AGG-1-7
FBgn0052127	tRNA:Leu-CAA-2-2
FBgn0266536	lncRNA:CR45097
FBgn0264515	lncRNA:CR43914
FBgn0266537	lncRNA:CR45098
FBgn0023095	caps
FBgn0052119	CG32119
FBgn0011844	tRNA:Asp-GTC-1-10
FBgn0052123	tRNA:CR32123:Psi
FBgn0262622	lncRNA:CR43146
FBgn0264514	lncRNA:CR43913
FBgn0267316	lncRNA:CR45752
FBgn0267317	lncRNA:CR45753
FBgn0264513	lncRNA:CR43912
FBgn0259970	Sfp70A4
FBgn0266788	lncRNA:CR45253
FBgn0266790	lncRNA:CR45255
FBgn0266789	lncRNA:CR45254
FBgn0259971	CG42481
FBgn0262623	CG43147
FBgn0003034	SP
FBgn0264512	lncRNA:CR43911
FBgn0265750	lncRNA:CR44557
FBgn0265748	lncRNA:CR44555
FBgn0265751	lncRNA:CR44558
FBgn0040814	CG14113
FBgn0265752	lncRNA:CR44559
FBgn0036348	CG17687
FBgn0040813	Nplp2
FBgn0036350	CG14111
FBgn0036349	SNCF
FBgn0267546	asRNA:CR45886
FBgn0036351	CG14107
FBgn0001256	ImpL1
FBgn0036352	CG14110
FBgn0036353	CG10171
FBgn0036354	Poc1
FBgn0002573	sens
FBgn0036356	CG10222
FBgn0260049	flr
FBgn0052121	CG32121
FBgn0053263	CG33263
FBgn0260459	CG14106
FBgn0036359	CG14105
FBgn0036360	CG10713
FBgn0012010	tRNA:Val-AAC-2-3
FBgn0012009	tRNA:Val-AAC-2-4
FBgn0036361	CG10154
FBgn0036362	CG10725
FBgn0036363	CG10140
FBgn0036364	CG14109
FBgn0036365	cmb
FBgn0036366	JMJD7
FBgn0036368	CG10738
FBgn0036367	CG10116
FBgn0036369	CG10089
FBgn0086708	stv
FBgn0036372	Abp1
FBgn0036373	Tgi
FBgn0036374	Spt20
FBgn0086785	Vps36
FBgn0036376	Liprin-beta
FBgn0036377	CG10710
FBgn0264001	bru3
FBgn0267475	lncRNA:CR45825
FBgn0266688	lncRNA:CR45178
FBgn0266595	lncRNA:CR45120
FBgn0262415	mir-289
FBgn0262813	CG43184
FBgn0036380	CG8757
FBgn0275434	asRNA:CR46266
FBgn0040812	CG8750
FBgn0043550	Tsp68C
FBgn0029167	Hml
FBgn0036381	CG8745
FBgn0264006	dysc
FBgn0036382	CG13737
FBgn0026376	Rgl
FBgn0036386	CG8833
FBgn0001108	DCTN1-p150
FBgn0052137	CG32137
FBgn0025874	Meics
FBgn0263232	Nxf3
FBgn0036389	ssp2
FBgn0036390	CG13738
FBgn0001216	Hsc70-1
FBgn0036391	CG17364
FBgn0036393	CG17362
FBgn0036394	CG9040
FBgn0250848	26-29-p
FBgn0036395	CG17361
FBgn0036396	CG17359
FBgn0036397	Nprl3
FBgn0036398	upSET
FBgn0052133	Ptip
FBgn0061515	endos
FBgn0036402	CG6650
FBgn0265295	asRNA:CR42871
FBgn0036403	CG6661
FBgn0026418	Hsc70Cb
FBgn0283503	Neurl4
FBgn0036405	CG6833
FBgn0036406	CG13484
FBgn0267736	asRNA:CR46067
FBgn0267795	Frl
FBgn0013563	Pex1
FBgn0285896	btl
FBgn0036410	CG8100
FBgn0000639	Fbp1
FBgn0036411	Sox21a
FBgn0042630	Sox21b
FBgn0267547	lncRNA:CR45887
FBgn0000411	D
FBgn0036414	nan
FBgn0013718	nuf
FBgn0052141	saturn
FBgn0036415	CG7768
FBgn0036416	CG7924
FBgn0085273	CG34244
FBgn0036417	CG7906
FBgn0266948	lncRNA:CR45399
FBgn0265754	lncRNA:CR44561
FBgn0265753	lncRNA:CR44560
FBgn0001085	fz
FBgn0266383	lncRNA:CR45025
FBgn0036419	CG13482
FBgn0036421	CG13481
FBgn0262580	CG43120
FBgn0036422	CG3868
FBgn0003459	stwl
FBgn0266768	lncRNA:CR45233
FBgn0036423	CG3919
FBgn0087007	bbg
FBgn0267696	lncRNA:CR46032
FBgn0267695	lncRNA:CR46031
FBgn0036426	CG9592
FBgn0036427	CG4613
FBgn0262891	CG43246
FBgn0026409	Mpcp2
FBgn0036428	Gbs-70E
FBgn0266117	asRNA:CR44843
FBgn0054039	CG34039
FBgn0028418	Lk
FBgn0261816	CG42758
FBgn0040318	HGTX
FBgn0003388	shd
FBgn0036433	CG9628
FBgn0027375	RecQ5
FBgn0041604	dlp
FBgn0267548	lncRNA:CR45888
FBgn0262581	CG43121
FBgn0259175	ome
FBgn0011927	tRNA:iMet-CAT-1-4
FBgn0011928	tRNA:iMet-CAT-1-5
FBgn0036436	CG4914
FBgn0036437	CG5048
FBgn0036438	goddard
FBgn0036439	CG13474
FBgn0036440	CG17177
FBgn0036441	CG13476
FBgn0036442	CG13473
FBgn0036443	CG13471
FBgn0013263	Trl
FBgn0260233	CG42507
FBgn0053260	CG33260
FBgn0036446	CG9384
FBgn0036447	CG17173
FBgn0036448	mop
FBgn0036449	bmm
FBgn0036450	Tdrd3
FBgn0036451	CG9425
FBgn0029148	NHP2
FBgn0001120	gnu
FBgn0036454	CG17839
FBgn0265913	lncRNA:CR44702
FBgn0266947	lncRNA:CR45398
FBgn0085274	CG34245
FBgn0259099	DCX-EMAP
FBgn0040809	CG13465
FBgn0040487	BobA
FBgn0267640	lncRNA:CR45978
FBgn0026320	Tom
FBgn0000216	Brd
FBgn0040296	Ocho
FBgn0263380	lncRNA:CR43432
FBgn0036459	CG3349
FBgn0036460	CG5114
FBgn0002778	mnd
FBgn0036461	Zip71B
FBgn0036462	mRpL39
FBgn0023174	Prosbeta2
FBgn0036463	Reck
FBgn0261090	Sytbeta
FBgn0047338	CG32148
FBgn0036465	Rpn12R
FBgn0025776	ind
FBgn0263761	CG43678
FBgn0036466	CG18581
FBgn0036467	CG12310
FBgn0263762	CG43679
FBgn0036468	CG13461
FBgn0263763	CG43680
FBgn0036469	CG18649
FBgn0036470	EAChm
FBgn0036471	CG13460
FBgn0263767	lncRNA:CR43684
FBgn0086690	Plp
FBgn0036474	Or71a
FBgn0036476	sstn
FBgn0027088	GlyRS
FBgn0266452	CTPsyn
FBgn0264704	lncRNA:CR43973
FBgn0264703	CR43972
FBgn0266441	CG45071
FBgn0264702	asRNA:CR43971
FBgn0036479	CG13458
FBgn0036480	Cep135
FBgn0036481	CG16959
FBgn0052847	CG32847
FBgn0036482	CG13457
FBgn0036483	CG12316
FBgn0065051	scaRNA:MeU5-U42
FBgn0286818	Pdi
FBgn0266945	asRNA:CR45396
FBgn0047178	CG32147
FBgn0266946	asRNA:CR45397
FBgn0036484	Pex3
FBgn0036485	FucTA
FBgn0036486	Msh6
FBgn0036487	Prp31
FBgn0036489	CG7011
FBgn0036488	CG6878
FBgn0265755	lncRNA:CR44562
FBgn0036490	CG6888
FBgn0029114	Tollo
FBgn0036491	Best4
FBgn0036492	Best3
FBgn0036493	CG7255
FBgn0267933	lncRNA:CR46213
FBgn0262892	lncRNA:CR43247
FBgn0264724	lncRNA:CR43992
FBgn0036494	Toll-6
FBgn0036495	CG33259
FBgn0263616	lncRNA:CR43625
FBgn0266944	lncRNA:CR45395
FBgn0266943	lncRNA:CR45394
FBgn0036496	CG7804
FBgn0036497	Ran-like
FBgn0040805	CG12355
FBgn0036498	CG13455
FBgn0036499	CG7276
FBgn0036500	CG7275
FBgn0036501	CG7272
FBgn0026738	CG7857
FBgn0036502	CG7841
FBgn0004052	Z600
FBgn0001099	gdl
FBgn0028377	gdl-ORF39
FBgn0000565	Eip71CD
FBgn0036503	CG13454
FBgn0004228	mex1
FBgn0262689	asRNA:CR43159
FBgn0036504	yellow-k
FBgn0036505	CG7945
FBgn0053986	CG33986
FBgn0053985	CG33985
FBgn0261682	CG42729
FBgn0261681	CG42728
FBgn0053983	obst-H
FBgn0262893	CG43248
FBgn0004396	CrebA
FBgn0087035	AGO2
FBgn0036509	CG7739
FBgn0036510	SCCRO
FBgn0267390	dop
FBgn0036512	CG16979
FBgn0261109	mrn
FBgn0036514	CG12301
FBgn0036515	AIMP2
FBgn0036516	CG7656
FBgn0036518	RhoGAP71E
FBgn0036519	CG7650
FBgn0036520	CG13449
FBgn0259236	comm3
FBgn0036522	Phs
FBgn0267639	lncRNA:CR45977
FBgn0262529	CG43083
FBgn0004588	Eig71Ea
FBgn0004589	Eig71Eb
FBgn0262530	CG43084
FBgn0004590	Eig71Ec
FBgn0004591	Eig71Ed
FBgn0004592	Eig71Ee
FBgn0004593	Eig71Ef
FBgn0004594	Eig71Eg
FBgn0014848	Eig71Eh
FBgn0014849	Eig71Ei
FBgn0014850	Eig71Ej
FBgn0014851	Eig71Ek
FBgn0262528	CG43082
FBgn0036527	CG7304
FBgn0036528	CG7579
FBgn0036529	Pgant8
FBgn0085481	CG34452
FBgn0085480	CG34451
FBgn0041160	comm2
FBgn0260777	CG42571
FBgn0260776	CG42570
FBgn0010105	comm
FBgn0266775	lncRNA:CR45240
FBgn0267916	lncRNA:CR46197
FBgn0036531	CG6244
FBgn0036532	CG13445
FBgn0261722	fwe
FBgn0015025	CkIIalpha-i1
FBgn0036534	DCP2
FBgn0040230	dbo
FBgn0036536	CG12713
FBgn0036537	CG18081
FBgn0036538	CG15715
FBgn0052150	meru
FBgn0262371	mir-263b
FBgn0264908	pHCl-1
FBgn0264843	lncRNA:CR44051
FBgn0264842	lncRNA:CR44050
FBgn0036544	sff
FBgn0000489	Pka-C3
FBgn0036545	GXIVsPLA2
FBgn0283649	elgi
FBgn0036547	CG17032
FBgn0263599	l(3)72Ab
FBgn0036549	CG10516
FBgn0000212	brm
FBgn0036550	CG17026
FBgn0036551	CG17029
FBgn0036552	CG17028
FBgn0036553	CG17027
FBgn0000115	Arl1
FBgn0263600	DNApol-delta
FBgn0266995	lncRNA:CR45446
FBgn0259824	Hip14
FBgn0036556	CG5830
FBgn0036557	mRpS31
FBgn0263601	mib1
FBgn0264601	lncRNA:CR43950
FBgn0267660	lncRNA:CR45998
FBgn0264600	lncRNA:CR43949
FBgn0044028	Notum
FBgn0263570	mir-4941
FBgn0261634	CG42717
FBgn0261633	CG42716
FBgn0260646	CG42538
FBgn0036560	CG5895
FBgn0260635	Diap1
FBgn0267549	asRNA:CR45889
FBgn0264602	lncRNA:CR43951
FBgn0005536	Mbs
FBgn0053258	CG33258
FBgn0036563	CG13075
FBgn0263602	Tasp1
FBgn0036565	CG5235
FBgn0036566	ClC-c
FBgn0036567	CG13074
FBgn0036568	ATPsynbetaL
FBgn0036569	IleRS-m
FBgn0036570	IntS9
FBgn0262987	CG43295
FBgn0263603	Zn72D
FBgn0010280	Taf4
FBgn0036571	Strump
FBgn0003076	Pgm1
FBgn0011016	SsRbeta
FBgn0266724	Trs20
FBgn0036574	elg1
FBgn0036575	CG5157
FBgn0036576	CG5151
FBgn0052152	CG32152
FBgn0053796	CG33796
FBgn0053795	CG33795
FBgn0267318	lncRNA:CR45754
FBgn0267319	lncRNA:CR45755
FBgn0266986	lncRNA:CR45437
FBgn0053687	CG33687
FBgn0053688	CG33688
FBgn0053689	CG33689
FBgn0053690	CG33690
FBgn0036577	CG13073
FBgn0264483	asRNA:CR43891
FBgn0052153	tRNA:Met-CAT-1-3
FBgn0263605	l(3)72Dn
FBgn0036579	CG5027
FBgn0036580	PDCD-5
FBgn0036581	MED10
FBgn0263606	Hsc20
FBgn0263607	l(3)72Dp
FBgn0263608	l(3)72Dr
FBgn0036583	CG13055
FBgn0036584	CG13054
FBgn0040801	CG13053
FBgn0085276	CG34247
FBgn0036585	CG13071
FBgn0036586	CG13070
FBgn0040799	CG13051
FBgn0040798	CG13069
FBgn0036587	CG4950
FBgn0036588	CG13068
FBgn0085277	CG34248
FBgn0036589	CG13067
FBgn0040797	CG13066
FBgn0036590	CG13065
FBgn0036591	CG13050
FBgn0040796	CG13064
FBgn0036592	CG13049
FBgn0036593	CG13048
FBgn0036594	CG13047
FBgn0036595	CG13046
FBgn0036596	CG13045
FBgn0036597	CG4962
FBgn0036598	CG4982
FBgn0036599	CG13044
FBgn0267550	asRNA:CR45890
FBgn0262894	CG43249
FBgn0036600	CG13043
FBgn0036601	CG13063
FBgn0036602	CG13042
FBgn0052160	lncRNA:CR32160
FBgn0036603	CG13062
FBgn0042201	Nplp3
FBgn0267223	asRNA:CR45663
FBgn0036605	CG13041
FBgn0267224	lncRNA:CR45664
FBgn0036606	CG13060
FBgn0261635	CG42718
FBgn0036607	CG13059
FBgn0036608	CG13040
FBgn0036609	CG13039
FBgn0040795	CG13038
FBgn0036610	CG13058
FBgn0053061	CG33061
FBgn0053060	CG33060
FBgn0040074	retinin
FBgn0040794	CG13056
FBgn0036612	CG4998
FBgn0267553	lncRNA:CR45893
FBgn0053257	CG33257
FBgn0285951	mRpS34
FBgn0036614	Golgin104
FBgn0052357	tRNA:Met-CAT-1-4
FBgn0283681	Tcs3
FBgn0011693	Pdh
FBgn0267554	asRNA:CR45894
FBgn0266417	ringer
FBgn0036617	Cpr72Ea
FBgn0036618	Cpr72Eb
FBgn0036619	Cpr72Ec
FBgn0036620	CG4842
FBgn0042137	CG18814
FBgn0036621	roq
FBgn0036622	Agpat4
FBgn0036623	Agpat3
FBgn0036624	RAF2
FBgn0266099	CG44836
FBgn0036627	Gagr
FBgn0014163	fax
FBgn0028399	TMS1
FBgn0036629	GluRS-m
FBgn0027080	TyrRS
FBgn0053158	CG33158
FBgn0261799	dsx-c73A
FBgn0004569	aos
FBgn0263131	CG43373
FBgn0260388	CG42514
FBgn0003515	st
FBgn0036638	CG13033
FBgn0036639	CG4229
FBgn0026061	Mipp1
FBgn0262842	CG43206
FBgn0262732	mbf1
FBgn0036640	nxf2
FBgn0036641	Smn
FBgn0263975	CR43727
FBgn0028693	Rpn12
FBgn0250814	UQCR-C2
FBgn0036643	Syx8
FBgn0267555	asRNA:CR45895
FBgn0052163	CG32163
FBgn0002283	l(3)73Ah
FBgn0003741	tra
FBgn0027500	spd-2
FBgn0042178	Apl
FBgn0036646	CR18217
FBgn0042177	Arts
FBgn0036648	CG4098
FBgn0002284	Prosbeta6
FBgn0004465	Su(P)
FBgn0025558	CG4101
FBgn0267525	asRNA:CR45865
FBgn0017572	Mo25
FBgn0000017	Abl
FBgn0260960	Baldspot
FBgn0041721	snRNA:U12
FBgn0010223	Galphaf
FBgn0267697	asRNA:CR46033
FBgn0266776	lncRNA:CR45241
FBgn0040512	zetaCOP
FBgn0036652	CG13032
FBgn0063485	Lasp
FBgn0264605	CG43954
FBgn0266689	lncRNA:CR45179
FBgn0267557	lncRNA:CR45897
FBgn0036654	CG9692
FBgn0000414	Dab
FBgn0036656	CG13026
FBgn0036655	CG13031
FBgn0043577	PGRP-SB2
FBgn0043578	PGRP-SB1
FBgn0004556	Dbp73D
FBgn0036659	CG9701
FBgn0262099	CG42852
FBgn0267934	lncRNA:CR46214
FBgn0004108	Nrt
FBgn0036660	CG13025
FBgn0036661	CG9705
FBgn0036662	CG9706
FBgn0025582	eIF3e
FBgn0036663	CG9674
FBgn0021768	nudC
FBgn0036665	CG13024
FBgn0036666	TSG101
FBgn0036667	kud
FBgn0036668	Zcchc7
FBgn0052161	CG32161
FBgn0003250	Rh4
FBgn0003410	sina
FBgn0259794	sinah
FBgn0036670	CG13029
FBgn0036671	CG9951
FBgn0261565	Lmpt
FBgn0052170	CG32170
FBgn0267558	lncRNA:CR45898
FBgn0036676	CG13028
FBgn0036677	CG13023
FBgn0036678	CG11905
FBgn0036679	CG13022
FBgn0036680	Cpr73D
FBgn0036681	Obp73a
FBgn0010352	Nc73EF
FBgn0261547	Exn
FBgn0036684	CG3764
FBgn0262189	mir-2500
FBgn0036685	CG6664
FBgn0036686	CG7728
FBgn0036687	CG6652
FBgn0011293	a10
FBgn0036688	Fit2
FBgn0036689	CG7730
FBgn0036690	Ilp8
FBgn0267320	lncRNA:CR45756
FBgn0262895	lncRNA:CR43250
FBgn0036691	beg
FBgn0261872	scaf6
FBgn0036695	Papst2
FBgn0036696	CG14057
FBgn0010424	TpnC73F
FBgn0036697	rogdi
FBgn0036698	CG7724
FBgn0260943	Rbp6
FBgn0263381	asRNA:CR43433
FBgn0036702	CG6512
FBgn0036703	CG7707
FBgn0264462	lncRNA:CR43870
FBgn0036704	CG6497
FBgn0264466	lncRNA:CR43874
FBgn0036705	CG13723
FBgn0266985	lncRNA:CR45436
FBgn0262376	mir-219
FBgn0036706	ND-24L
FBgn0036707	CG13724
FBgn0036708	CG13725
FBgn0036709	Or74a
FBgn0265756	lncRNA:CR44563
FBgn0265757	lncRNA:CR44564
FBgn0036710	CG6479
FBgn0052173	tRNA:Pro-CGG-2-2
FBgn0036711	CG13727
FBgn0036712	brv2
FBgn0036713	Mip
FBgn0036714	CG7692
FBgn0015550	tap
FBgn0267248	lncRNA:CR45688
FBgn0036715	Cad74A
FBgn0036716	CG13728
FBgn0036717	CG13731
FBgn0027660	blot
FBgn0026197	lncRNA:noe
FBgn0266669	Sec3
FBgn0040793	CG7630
FBgn0053051	CG33051
FBgn0053052	Gorab
FBgn0042641	frc
FBgn0052174	Coq4
FBgn0052176	CG32176
FBgn0036723	CG12229
FBgn0036725	CG18265
FBgn0265758	lncRNA:CR44565
FBgn0036726	QIL1
FBgn0036727	CG7589
FBgn0036728	UQCR-Q
FBgn0085279	CG34250
FBgn0036729	CG13733
FBgn0036730	qjt
FBgn0036731	CG6333
FBgn0036732	Oatp74D
FBgn0052185	edin
FBgn0036733	U4-U6-60K
FBgn0036734	CG7564
FBgn0036735	Edc3
FBgn0263478	snoRNA:Edc3-a
FBgn0266675	lncRNA:CR45165
FBgn0259174	Nedd4
FBgn0023197	Jon74E
FBgn0036738	CG7542
FBgn0025455	CycT
FBgn0000567	Eip74EF
FBgn0086080	snoRNA:Me28S-A576
FBgn0036740	Vps60
FBgn0036741	anchor
FBgn0261454	scaRNA:MeU4-A65
FBgn0265759	lncRNA:CR44566
FBgn0265760	lncRNA:CR44567
FBgn0036742	CG7497
FBgn0004401	Pep
FBgn0262531	CG43085
FBgn0052177	Ndfip
FBgn0052179	Krn
FBgn0036745	CG7484
FBgn0036746	Crtc
FBgn0065088	snmRNA:641
FBgn0085280	CG34251
FBgn0052183	Ccn
FBgn0267638	lncRNA:CR45976
FBgn0261294	CheB74a
FBgn0036747	CG6052
FBgn0036749	CG7460
FBgn0036750	CG6034
FBgn0036751	Adgf-B
FBgn0036752	Adgf-A
FBgn0043025	Adgf-A2
FBgn0052182	CG32182
FBgn0052181	CG32181
FBgn0265879	lncRNA:CR44668
FBgn0261997	CG42815
FBgn0261998	CG42816
FBgn0052190	NUCB1
FBgn0036754	CG5589
FBgn0052187	CG32187
FBgn0052191	CG32191
FBgn0036756	Cln3
FBgn0036757	Ir75a
FBgn0261402	Ir75b
FBgn0261401	Ir75c
FBgn0001134	Grd
FBgn0052188	CG32188
FBgn0052189	CG32189
FBgn0036759	CG5577
FBgn0036760	CG5567
FBgn0266685	asRNA:CR45175
FBgn0036761	MED19
FBgn0036762	CG7430
FBgn0036763	TrpRS-m
FBgn0036764	CG5535
FBgn0054002	CG34002
FBgn0262532	CR43086
FBgn0262533	CR43087
FBgn0036765	CG7408
FBgn0036766	CG5506
FBgn0260721	CR42548
FBgn0036767	CG16775
FBgn0036768	CG7402
FBgn0036769	Tsp74F
FBgn0036770	Prestin
FBgn0036771	Wdr92
FBgn0036772	CG5290
FBgn0267794	lncRNA:CR43174
FBgn0266942	lncRNA:CR45393
FBgn0000568	Eip75B
FBgn0267581	lncRNA:CR45921
FBgn0086081	snoRNA:Me28S-A30
FBgn0267582	lncRNA:CR45922
FBgn0052192	CG32192
FBgn0259739	CG42393
FBgn0264748	CG44006
FBgn0264747	CG44005
FBgn0264746	CG44004
FBgn0266940	CR45391
FBgn0266941	lncRNA:CR45392
FBgn0262898	lncRNA:CR43253
FBgn0052194	lncRNA:CR32194
FBgn0085282	CG34253
FBgn0036773	CG13698
FBgn0036774	mRpS26
FBgn0036775	RpIIIC53
FBgn0002901	mus304
FBgn0052195	CG32195
FBgn0036777	CG7341
FBgn0262100	CG42853
FBgn0036778	Cyp312a1
FBgn0265880	lncRNA:CR44669
FBgn0020300	geko
FBgn0036780	CG7330
FBgn0036781	CG13699
FBgn0003997	hid
FBgn0266769	lncRNA:CR45234
FBgn0036782	CG7320
FBgn0267597	lncRNA:CR45935
FBgn0267599	lncRNA:CR45937
FBgn0267598	lncRNA:CR45936
FBgn0036783	CheA75a
FBgn0036784	CG5103
FBgn0262998	lncRNA:CR43306
FBgn0036785	CG13700
FBgn0015946	grim
FBgn0267637	lncRNA:CR45975
FBgn0267636	asRNA:CR45974
FBgn0286033	lncRNA:CR46353
FBgn0011706	rpr
FBgn0267935	lncRNA:CR46215
FBgn0036786	skl
FBgn0262969	lncRNA:CR43280
FBgn0265881	lncRNA:CR44670
FBgn0265882	lncRNA:CR44671
FBgn0052196	CG32196
FBgn0036787	CG4306
FBgn0028415	Met75Cb
FBgn0028416	Met75Ca
FBgn0265883	lncRNA:CR44672
FBgn0265884	lncRNA:CR44673
FBgn0036789	AstC-R2
FBgn0052198	CG32198
FBgn0036790	AstC-R1
FBgn0266984	lncRNA:CR45435
FBgn0036791	CG7271
FBgn0003683	term
FBgn0266938	lncRNA:CR45389
FBgn0266939	lncRNA:CR45390
FBgn0036799	CG13380
FBgn0036793	CG4174
FBgn0265268	CG18234
FBgn0036795	CG18233
FBgn0036796	CG18231
FBgn0052201	CG32201
FBgn0052199	CG32199
FBgn0013717	not
FBgn0052200	tRNA:Pro-CGG-2-3
FBgn0259791	bora
FBgn0036801	MYPT-75D
FBgn0260027	CG42495
FBgn0042134	Capr
FBgn0040322	GNBP2
FBgn0040323	GNBP1
FBgn0286925	CR46422
FBgn0085283	CR34254
FBgn0036804	Sgf11
FBgn0052202	CG32202
FBgn0036805	Chmp1
FBgn0036806	Cyp12c1
FBgn0264719	lncRNA:CR43987
FBgn0036807	CG6893
FBgn0036808	Dic4
FBgn0265885	lncRNA:CR44674
FBgn0036809	CG12477
FBgn0264717	lncRNA:CR43985
FBgn0036810	CG6885
FBgn0036811	MED11
FBgn0036812	Nufip
FBgn0036813	Atg3
FBgn0001078	ftz-f1
FBgn0267600	lncRNA:CR45938
FBgn0267601	lncRNA:CR45939
FBgn0036814	CG14073
FBgn0036815	HipHop
FBgn0000261	Cat
FBgn0036816	Indy
FBgn0052027	lncRNA:CR32027
FBgn0266937	lncRNA:CR45388
FBgn0266936	lncRNA:CR45387
FBgn0267572	asRNA:CR45912
FBgn0262461	mir-315
FBgn0036817	CG6865
FBgn0036818	CG14074
FBgn0036819	Dysb
FBgn0036820	Grx1
FBgn0025807	Rad9
FBgn0085284	Blos3
FBgn0014075	Uggt
FBgn0036821	CG3961
FBgn0036822	NijB
FBgn0036824	CG3902
FBgn0086661	snoRNA:Psi28S-2566
FBgn0036825	RpL26
FBgn0036826	arx
FBgn0036827	CG6843
FBgn0027057	CSN1b
FBgn0036828	CG6841
FBgn0036830	CG14077
FBgn0036829	Ir75d
FBgn0036831	CG6839
FBgn0036832	CG18223
FBgn0036833	CG3819
FBgn0052204	CG32204
FBgn0262351	CG43049
FBgn0036834	CG6836
FBgn0267249	lncRNA:CR45689
FBgn0036835	CG14075
FBgn0036836	CG11619
FBgn0085285	CG34256
FBgn0036837	CG18135
FBgn0036838	CG3808
FBgn0036839	SmydA-2
FBgn0002945	nkd
FBgn0267602	lncRNA:CR45940
FBgn0015586	Acp76A
FBgn0265886	lncRNA:CR44675
FBgn0263326	CG43407
FBgn0036842	Ugt316A1
FBgn0036843	Sfxn2
FBgn0036844	Mkp3
FBgn0266935	lncRNA:CR45386
FBgn0036846	MESR6
FBgn0036847	CNPYb
FBgn0036848	Naxd
FBgn0036849	CG14079
FBgn0036850	Gem2
FBgn0036851	CG14082
FBgn0052203	Spn75F
FBgn0016797	fz2
FBgn0267603	lncRNA:CR45941
FBgn0264485	lncRNA:CR43893
FBgn0053647	CG33647
FBgn0264484	lncRNA:CR43892
FBgn0267936	lncRNA:CR46216
FBgn0036853	mRpL21
FBgn0040075	rept
FBgn0026630	nes
FBgn0266737	asRNA:CR45210
FBgn0260857	Bet1
FBgn0017578	Max
FBgn0259720	CG42374
FBgn0036856	CG9666
FBgn0266456	CG45081
FBgn0036857	Aldh7A1
FBgn0036859	CG14085
FBgn0036858	CG14088
FBgn0036860	CG14086
FBgn0036861	CG14089
FBgn0036862	Gbs-76A
FBgn0028380	fal
FBgn0267715	asRNA:CR46048
FBgn0003089	pip
FBgn0052206	CG32206
FBgn0036868	ms(3)76Ba
FBgn0264697	lncRNA:CR43966
FBgn0052205	hpRNA:CR32205
FBgn0053255	CR33255
FBgn0262027	CR42838
FBgn0267296	lncRNA:CR45732
FBgn0053062	CG33062
FBgn0023395	Chd3
FBgn0266983	lncRNA:CR45434
FBgn0036870	CG14095
FBgn0036871	CG14096
FBgn0052214	CG32214
FBgn0052208	825-Oak
FBgn0036872	CG12519
FBgn0267714	asRNA:CR46047
FBgn0036873	CG18294
FBgn0052213	CG32213
FBgn0052207	hpRNA:CR32207
FBgn0262031	CR42842
FBgn0036874	brv1
FBgn0062928	hpRNA:CR33940
FBgn0052212	CG32212
FBgn0036875	CG9449
FBgn0036876	CG9451
FBgn0036877	CG9452
FBgn0267295	lncRNA:CR45731
FBgn0036878	Cpr76Ba
FBgn0036879	Cpr76Bb
FBgn0036880	Cpr76Bc
FBgn0036881	Cpr76Bd
FBgn0286940	CG46434
FBgn0036882	CG9279
FBgn0264477	asRNA:CR43885
FBgn0262517	Ltn1
FBgn0260461	Rcd7
FBgn0286941	CG46435
FBgn0036886	CG9300
FBgn0265888	lncRNA:CR44677
FBgn0265887	lncRNA:CR44676
FBgn0267576	lncRNA:CR45916
FBgn0262373	mir-9a
FBgn0005564	Shal
FBgn0036887	CG9231
FBgn0036888	CG9330
FBgn0036889	CG14100
FBgn0005386	ash1
FBgn0010417	Taf6
FBgn0036890	CG9368
FBgn0020277	lush
FBgn0036891	CG9372
FBgn0036892	Lon
FBgn0036893	PIG-F
FBgn0260655	l(3)76BDm
FBgn0029094	asf1
FBgn0036895	ms(3)76Cc
FBgn0036896	wnd
FBgn0036897	Rnf146
FBgn0022774	Oat
FBgn0036899	tey
FBgn0265889	lncRNA:CR44678
FBgn0036900	CG8765
FBgn0004623	Gbeta76C
FBgn0261341	verm
FBgn0260653	serp
FBgn0262516	Trpml
FBgn0261360	CG42637
FBgn0260434	CG42529
FBgn0261361	CG42638
FBgn0266136	Gyc76C
FBgn0036905	ms(3)76Ca
FBgn0261283	SREBP
FBgn0262393	mir-33
FBgn0036906	CG14102
FBgn0260874	Ir76a
FBgn0036908	TORIP
FBgn0036909	Ccdc58
FBgn0083952	CG34116
FBgn0040786	CG14104
FBgn0024889	Kap-alpha1
FBgn0036910	Cyp305a1
FBgn0023094	cyc
FBgn0036911	Fibp
FBgn0013799	Deaf1
FBgn0003744	trc
FBgn0052221	CG32221
FBgn0001324	kto
FBgn0020389	Papss
FBgn0266982	lncRNA:CR45433
FBgn0262518	Rab8
FBgn0036913	Usp32
FBgn0262519	Mi-2
FBgn0014037	Su(Tpl)
FBgn0052218	lncRNA:CR32218
FBgn0264481	asRNA:CR43889
FBgn0036915	Prp3
FBgn0036916	Mtr3
FBgn0028695	Rpn1
FBgn0020887	Su(z)12
FBgn0036918	Pfdn6
FBgn0036919	Grasp65
FBgn0036920	CG8004
FBgn0036921	RhoGDI
FBgn0267238	lncRNA:CR45678
FBgn0004852	Ac76E
FBgn0052219	CG32219
FBgn0085287	CG34258
FBgn0053710	CG33710
FBgn0261507	CG42655
